

Colorado (PST) SNOTEL Site Dry Lake - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Fri Jul 27 07:57:33 GMT-08:00 2018. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,
457,1985-10-01,,     0.0,     0.0,    -5.0,     0.0,     0.0,     0.0,
457,1985-10-02,,     0.0,     0.0,     0.5,     0.0,     0.0,     0.0,
457,1985-10-03,,     0.0,     0.0,     1.1,     0.0,     0.0,     0.0,
457,1985-10-04,,     0.0,     0.0,    -2.4,     0.0,     0.0,     0.0,
457,1985-10-05,,     0.0,     0.0,    -4.3,     0.0,     0.0,     0.0,
457,1985-10-06,,     0.0,     0.0,    -0.9,     0.0,     0.0,     0.0,
457,1985-10-07,,     0.0,     0.0,     4.2,     0.0,     0.0,     0.0,
457,1985-10-08,,     0.5,     1.0,    -1.7,     0.0,     0.0,     0.0,
457,1985-10-09,,     0.5,     1.7,    -1.5,     0.0,     0.0,     0.0,
457,1985-10-10,,     0.5,     1.8,    -2.3,     0.0,     0.0,     0.0,
457,1985-10-11,,     0.5,     1.8,     2.6,     0.0,     0.0,     0.0,
457,1985-10-12,,     0.5,     2.2,     0.8,     0.0,     0.0,     0.0,
457,1985-10-13,,     0.5,     2.6,    -1.2,     0.0,     0.0,     0.0,
457,1985-10-14,,     0.5,     2.8,    -8.4,     0.0,     0.0,     0.0,
457,1985-10-15,,     0.2,     2.8,    -4.6,     0.0,     0.0,     0.0,
457,1985-10-16,,     0.0,     2.8,    -2.9,     0.0,     0.0,     0.0,
457,1985-10-17,,     0.0,     2.8,    -2.1,     0.0,     0.0,     0.0,
457,1985-10-18,,     0.0,     2.8,    -2.6,     0.0,     0.0,     0.0,
457,1985-10-19,,     0.0,     2.8,    -1.5,     0.0,     0.0,     0.0,
457,1985-10-20,,     0.0,     2.9,    -1.8,     0.0,     0.0,     0.0,
457,1985-10-21,,     0.0,     2.9,     0.0,     0.0,     0.0,     0.0,
457,1985-10-22,,     0.0,     2.9,     5.9,     0.0,     0.0,     0.0,
457,1985-10-23,,     0.0,     3.0,     1.0,     0.0,     0.0,     0.0,
457,1985-10-24,,     0.0,     3.0,    -1.3,     0.0,     0.0,     0.0,
457,1985-10-25,,     0.0,     3.0,    -2.0,     0.0,     0.0,     0.0,
457,1985-10-26,,     0.0,     3.0,     2.0,     0.0,     0.0,     0.0,
457,1985-10-27,,     0.0,     3.0,     0.5,     0.0,     0.0,     0.0,
