

Colorado (PST) SNOTEL Site Dry Lake - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Fri Jul 27 07:58:09 GMT-08:00 2018. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,
457,2004-10-01,,     0.0,     0.0,     4.4,     6.1,     2.8,     4.7,       2,
457,2004-10-02,,     0.0,     0.0,     2.8,     9.7,     2.2,     5.0,       2,
457,2004-10-03,,     0.0,     0.2,     2.7,    12.8,     2.0,     5.7,       2,
457,2004-10-04,,     0.0,     0.2,     2.6,    14.6,     1.9,     6.3,       2,
457,2004-10-05,,     0.0,     0.2,     4.7,    15.2,     1.5,     7.4,       2,
457,2004-10-06,,     0.0,     0.2,     1.3,    15.2,     1.3,     7.8,       2,
457,2004-10-07,,     0.0,     0.2,     2.1,    12.2,     1.2,     5.1,       2,
457,2004-10-08,,     0.0,     0.2,     3.3,    14.6,     0.1,     6.5,       2,
457,2004-10-09,,     0.0,     0.2,     3.1,    16.5,     1.8,     8.1,       2,
457,2004-10-10,,     0.0,     0.2,     5.3,    17.3,     1.0,     8.7,       2,
457,2004-10-11,,     0.0,     0.2,     8.0,    18.5,     4.1,    10.5,       2,
457,2004-10-12,,     0.0,     0.2,     3.4,    16.1,     3.1,     9.1,       2,
457,2004-10-13,,     0.0,     0.2,     3.1,    13.8,    -0.5,     6.4,       2,
457,2004-10-14,,     0.0,     0.2,    -1.0,     8.6,    -1.3,     3.2,       2,
457,2004-10-15,,     0.0,     0.2,     6.1,    11.5,    -1.5,     5.2,       2,
457,2004-10-16,,     0.0,     0.2,     3.3,    12.2,     3.3,     8.0,       2,
457,2004-10-17,,     0.0,     0.2,     5.4,    16.3,     1.3,     8.5,       1,
457,2004-10-18,,     0.0,     0.3,     3.6,    13.0,     2.7,     6.2,       2,
457,2004-10-19,,     0.0,     0.5,     0.4,     5.2,    -0.7,     2.1,       1,
457,2004-10-20,,     0.0,     0.7,     3.1,     6.1,     0.1,     3.1,       1,
457,2004-10-21,,     0.0,     0.7,     8.2,    12.5,     1.3,     7.2,       1,
457,2004-10-22,,     0.0,     0.7,     3.3,    10.6,     2.1,     6.9,       1,
457,2004-10-23,,     0.6,     1.2,    -1.3,     5.0,    -2.3,     0.1,-99.9,
457,2004-10-24,,     0.5,     1.2,     2.8,     8.6,    -2.6,     2.0,       1,
457,2004-10-25,,     0.8,     1.6,     1.3,     3.8,     0.2,     1.7,       5,
457,2004-10-26,,     0.7,     1.7,     1.4,     8.8,     0.4,     3.1,       2,
457,2004-10-27,,     0.5,     1.7,     3.3,    11.3,     0.5,     4.6,       2,
457,2004-10-28,,     0.2,     1.8,     5.0,    16.1,     2.4,     7.0,       1,
457,2004-10-29,,     0.5,     2.2,    -1.3,    11.1,    -1.3,     2.8,       1,
457,2004-10-30,,     1.6,     3.1,    -1.9,    -1.0,    -3.2,    -1.8,-99.9,
457,2004-10-31,,     1.5,     3.1,    -2.4,     3.2,    -3.0,    -0.6,       9,
457,2004-11-01,,     2.2,     3.8,    -5.9,     0.1,    -6.3,    -2.7,      20,
457,2004-11-02,,     2.3,     3.9,   -14.1,     1.4,   -14.4,    -6.5,      17,
457,2004-11-03,,     2.2,     3.9,    -6.5,     3.9,   -15.2,    -6.2,      15,
457,2004-11-04,,     2.2,     4.0,    -2.3,    10.8,    -6.7,    -0.2,      14,
457,2004-11-05,,     2.1,     4.0,    -3.3,    11.7,    -4.2,     0.9,      12,
457,2004-11-06,,     2.1,     4.0,    -1.9,    11.4,    -4.6,     1.7,      11,
457,2004-11-07,,     2.1,     4.0,    -0.1,    12.7,    -4.1,     2.6,      10,
457,2004-11-08,,     2.1,     4.1,     1.9,    15.5,    -2.2,     4.9,       9,
457,2004-11-09,,     2.0,     4.1,     4.0,    17.1,     1.6,     7.2,       7,
457,2004-11-10,,     2.1,     4.2,     0.3,     8.7,     0.3,     3.0,-99.9,
457,2004-11-11,,     2.1,     4.2,     2.3,     6.8,    -0.9,     1.8,       8,
457,2004-11-12,,     2.1,     4.2,     0.9,     8.3,     0.0,     2.6,       7,
457,2004-11-13,,     2.1,     4.2,     2.9,     8.8,    -1.0,     3.4,       8,
457,2004-11-14,,     2.0,     4.2,    -0.8,     9.4,    -2.1,     1.9,       8,
457,2004-11-15,,     2.2,     4.2,    -3.0,     4.9,    -3.1,     0.1,       9,
457,2004-11-16,,     2.1,     4.2,    -2.4,     9.8,    -4.5,     0.8,       9,
457,2004-11-17,,     2.1,     4.3,    -0.7,    10.0,    -2.6,     2.2,       8,
457,2004-11-18,,     2.2,     4.3,    -2.4,     6.9,    -2.5,     1.6,       8,
457,2004-11-19,,     2.2,     4.3,    -4.0,     7.2,    -4.1,    -0.4,       8,
457,2004-11-20,,     2.1,     4.4,    -3.5,     3.1,    -4.7,    -1.4,-99.9,
457,2004-11-21,,     2.6,     4.6,    -3.4,     1.0,    -4.8,    -3.2,-99.9,
457,2004-11-22,,     2.6,     4.6,    -2.3,     3.3,    -6.6,    -2.7,      12,
457,2004-11-23,,     2.6,     4.6,    -3.7,     5.4,    -3.9,    -0.3,      11,
457,2004-11-24,,     2.6,     4.7,    -5.4,    -0.3,    -7.2,    -3.7,      10,
457,2004-11-25,,     2.8,     4.9,    -2.3,    -1.7,    -6.9,    -4.0,      13,
457,2004-11-26,,     3.2,     5.2,     0.2,     2.3,    -3.1,    -0.3,      15,
457,2004-11-27,,     4.1,     5.9,   -11.0,     0.2,   -11.6,    -4.0,      21,
457,2004-11-28,,     4.8,     6.8,    -3.2,    -2.8,   -11.3,    -5.7,      29,
457,2004-11-29,,     5.2,     7.1,   -12.2,    -2.7,   -12.7,    -7.5,      33,
457,2004-11-30,,     5.2,     7.1,   -21.0,    -5.0,   -21.1,   -14.1,      31,
457,2004-12-01,,     5.3,     7.1,   -15.7,    -2.9,   -21.8,   -14.2,      29,
457,2004-12-02,,     5.2,     7.1,   -12.8,    -4.8,   -17.3,   -12.7,      27,
457,2004-12-03,,     5.2,     7.1,   -13.8,    -2.3,   -18.4,   -11.8,      27,
457,2004-12-04,,     5.2,     7.3,   -10.6,     0.3,   -15.0,    -8.8,      25,
457,2004-12-05,,     5.2,     7.4,    -3.7,     8.4,   -11.9,    -4.7,      24,
457,2004-12-06,,     5.2,     7.4,    -5.5,     0.1,    -7.6,    -4.2,      25,
457,2004-12-07,,     5.3,     7.5,    -6.8,    -0.4,    -8.4,    -5.1,      24,
457,2004-12-08,,     5.4,     7.6,    -6.2,     1.6,   -11.6,    -5.1,      24,
457,2004-12-09,,     6.1,     8.1,    -1.4,     0.9,    -6.2,    -2.7,      33,
457,2004-12-10,,     7.2,     9.2,    -1.1,     0.7,    -2.2,    -0.5,      37,
457,2004-12-11,,     7.3,     9.2,    -1.7,     5.6,    -2.2,     0.4,      35,
457,2004-12-12,,     7.2,     9.2,    -1.4,     9.0,    -3.1,     1.0,      34,
457,2004-12-13,,     7.2,     9.2,    -0.6,     8.5,    -3.6,     2.1,      33,
457,2004-12-14,,     7.2,     9.2,    -2.2,     8.5,    -3.9,     1.0,      32,
457,2004-12-15,,     7.2,     9.2,    -1.5,     6.7,    -3.7,     0.2,      31,
457,2004-12-16,,     7.3,     9.2,    -4.8,    -0.8,    -5.2,    -2.4,      31,
457,2004-12-17,,     7.3,     9.2,   -10.4,     0.0,   -11.5,    -7.0,      30,
457,2004-12-18,,     7.3,     9.2,    -8.7,     4.2,   -11.6,    -6.2,      28,
457,2004-12-19,,     7.3,     9.2,    -8.2,     2.8,   -10.7,    -6.0,      30,
457,2004-12-20,,     7.3,     9.2,    -3.4,     7.8,    -9.0,    -3.1,      29,
457,2004-12-21,,     7.2,     9.2,   -10.1,     2.1,   -10.6,    -3.7,      30,
457,2004-12-22,,     7.2,     9.2,   -10.6,    -4.5,   -15.2,   -10.7,      30,
457,2004-12-23,,     7.2,     9.2,   -17.3,    -8.1,   -17.5,   -12.3,      31,
457,2004-12-24,,     7.3,     9.2,   -21.1,   -13.2,   -24.7,   -17.8,      32,
457,2004-12-25,,     7.3,     9.3,   -11.4,    -2.9,   -21.1,   -11.6,      31,
457,2004-12-26,,     7.3,     9.5,    -7.6,     5.1,   -11.6,    -5.3,      30,
457,2004-12-27,,     7.3,     9.6,    -2.7,     8.9,    -8.5,    -2.2,      30,
457,2004-12-28,,     7.3,     9.7,     0.1,     9.2,    -3.9,     1.0,      30,
457,2004-12-29,,     7.3,     9.7,     0.2,     4.7,    -2.2,     0.5,      29,
457,2004-12-30,,     7.9,    10.1,    -1.0,     4.2,    -1.0,     1.6,      33,
457,2004-12-31,,     8.0,    10.1,    -3.8,     0.9,    -4.9,    -1.9,      33,
457,2005-01-01,,     8.1,    10.1,     0.4,     4.1,    -6.1,    -0.8,      32,
457,2005-01-02,,     8.2,    10.1,    -7.8,     1.7,    -8.7,    -2.8,      33,
457,2005-01-03,,     8.1,    10.2,    -7.0,     5.4,    -9.8,    -4.0,      33,
457,2005-01-04,,     8.2,    10.4,     0.7,     5.5,    -7.1,    -0.7,      32,
457,2005-01-05,,     8.4,    10.5,    -6.2,     6.9,    -6.3,     1.1,      33,
457,2005-01-06,,     8.8,    10.6,    -9.7,    -3.8,   -11.5,    -9.0,      40,
457,2005-01-07,,     9.2,    10.9,    -8.9,    -4.7,   -10.5,    -7.6,-99.9,
457,2005-01-08,,     9.3,    11.1,    -5.2,    -1.4,   -11.5,    -6.9,-99.9,
457,2005-01-09,,     9.4,    11.3,     2.2,     2.3,    -5.4,    -1.4,      42,
457,2005-01-10,,     9.7,    11.5,     1.0,     5.7,    -0.1,     1.8,      40,
457,2005-01-11,,    10.4,    12.1,     1.0,     6.8,     0.2,     1.7,-99.9,
457,2005-01-12,,    11.7,    13.2,    -1.2,     5.2,    -1.9,     0.6,      54,
457,2005-01-13,,    11.8,    13.4,    -9.8,    -1.2,   -10.5,    -6.1,      53,
457,2005-01-14,,    11.9,    13.4,   -12.0,    -1.5,   -14.5,    -9.0,      52,
457,2005-01-15,,    11.9,    13.5,    -8.3,     1.3,   -12.8,    -7.1,      50,
457,2005-01-16,,    11.9,    13.5,    -8.3,     1.9,    -8.9,    -5.1,      48,
457,2005-01-17,,    12.0,    13.8,    -1.4,     3.8,    -8.4,    -2.3,      48,
457,2005-01-18,,    11.9,    13.8,    -6.3,     3.6,    -7.2,    -2.3,      46,
457,2005-01-19,,    12.0,    13.8,     0.7,     6.3,    -7.2,    -0.4,      45,
457,2005-01-20,,    12.0,    13.8,    -2.2,    11.5,    -2.4,     2.3,      44,
457,2005-01-21,,    12.1,    13.8,    -2.0,    14.6,    -3.4,     2.0,      44,
457,2005-01-22,,    12.1,    13.8,    -3.8,     7.9,    -4.0,     0.2,      43,
457,2005-01-23,,    12.1,    13.8,    -2.6,     9.3,    -5.9,    -0.5,      43,
457,2005-01-24,,    12.1,    13.8,    -2.6,     9.6,    -4.0,     0.8,      42,
457,2005-01-25,,    12.0,    13.8,    -3.2,    12.5,    -4.3,     0.4,      42,
457,2005-01-26,,    12.1,    13.8,    -4.9,     7.6,    -5.4,    -1.2,      41,
457,2005-01-27,,    12.1,    13.8,    -1.6,     7.2,    -6.0,    -0.6,      41,
457,2005-01-28,,    12.2,    14.0,     0.0,     5.4,    -2.5,     0.7,      43,
457,2005-01-29,,    12.3,    14.0,    -4.0,     2.5,    -4.1,    -0.4,      44,
457,2005-01-30,,    12.4,    14.0,    -6.2,     6.6,    -6.9,    -1.9,      43,
457,2005-01-31,,    12.3,    14.0,    -4.5,     2.8,    -6.7,    -3.3,      43,
457,2005-02-01,,    12.5,    14.0,    -8.5,     1.6,    -8.5,    -4.2,      44,
457,2005-02-02,,    12.4,    14.0,    -9.3,     0.1,   -13.2,    -7.6,      41,
457,2005-02-03,,    12.4,    14.0,    -9.0,     1.6,   -13.4,    -7.3,      43,
457,2005-02-04,,    12.4,    14.0,    -5.6,     7.3,    -9.9,    -3.0,      42,
457,2005-02-05,,    12.5,    14.0,    -6.6,     7.2,    -7.6,    -2.4,      42,
457,2005-02-06,,    12.3,    14.1,    -6.9,     6.0,    -9.5,    -3.3,      42,
457,2005-02-07,,    12.3,    14.1,    -5.8,     3.5,    -9.7,    -3.9,      42,
457,2005-02-08,,    12.6,    14.3,    -6.2,     1.4,    -7.9,    -3.6,      46,
457,2005-02-09,,    12.7,    14.6,    -8.7,    -2.9,   -10.6,    -7.2,      52,
457,2005-02-10,,    12.8,    14.7,   -11.8,    -0.7,   -13.2,    -8.0,      52,
457,2005-02-11,,    12.8,    14.8,    -6.5,     7.8,   -13.3,    -4.8,      51,
457,2005-02-12,,    13.0,    15.0,     2.0,    10.8,    -8.4,     0.4,      48,
457,2005-02-13,,    13.2,    15.2,    -1.6,     3.3,    -1.9,     1.0,      49,
457,2005-02-14,,    13.5,    15.3,    -2.5,     4.5,    -4.2,    -0.9,      50,
457,2005-02-15,,    13.9,    15.6,     0.1,     2.4,    -4.0,     0.1,      49,
457,2005-02-16,,    14.6,    16.0,    -8.6,     0.2,   -13.7,    -6.4,      59,
457,2005-02-17,,    14.5,    16.0,   -13.0,     0.9,   -15.5,    -7.1,      57,
457,2005-02-18,,    14.7,    16.2,    -9.4,     5.6,   -16.5,    -7.1,      55,
457,2005-02-19,,    14.8,    16.3,    -0.7,     9.1,    -9.9,    -1.3,      53,
457,2005-02-20,,    14.9,    16.5,    -1.1,     5.5,    -1.5,     0.6,      53,
457,2005-02-21,,    15.8,    17.2,    -1.4,     3.4,    -2.7,    -0.5,-99.9,
457,2005-02-22,,    16.1,    17.4,    -2.1,     4.9,    -4.6,    -0.9,      61,
457,2005-02-23,,    16.2,    17.5,    -1.7,     7.3,    -3.7,     0.2,      60,
457,2005-02-24,,    16.2,    17.5,    -9.2,     6.7,    -9.4,    -1.5,      60,
